Category,Sample_Count,Word_Count_Min,Word_Count_Max,Word_Count_Avg,Char_Length_Min,Char_Length_Max,Char_Length_Avg,Top_10_Words
Monetization,6,42,70,58.666666666666664,255,435,367.6666666666667,"platform(6), api(5), laterpay(4), allows(4), users(4), offers(4), monetization(4), features(4), developers(3), access(3)"
Loyalty,4,47,217,99.25,273,1189,563.25,"loyalty(11), api(7), koomalooma(7), points(6), web(5), currency(4), mobile(4), user(4), warbler(4), alliance(3)"
Notifications,29,30,84,60.0,181,484,360.41379310344826,"api(45), notifications(41), push(23), allows(19), developers(19), applications(18), notification(17), mobile(16), users(15), integrate(12)"
Patents,14,53,118,65.78571428571429,301,712,369.42857142857144,"patent(32), api(27), uspto(26), data(25), developers(14), trademark(12), part(12), open(12), provided(11), united(11)"
3D,25,39,281,75.04,223,1378,416.52,"api(42), allows(20), printing(18), developers(13), viewer(12), applications(11), authentise(11), service(10), models(10), poly(9)"
Metadata,18,33,167,73.38888888888889,188,939,412.05555555555554,"api(31), metadata(22), data(21), provides(14), nasa(12), developers(12), json(12), barchart(12), system(9), information(9)"
Verification,13,24,178,78.76923076923077,149,1080,474.61538461538464,"api(23), verification(15), service(11), developers(10), access(9), applications(8), allows(7), integrate(7), mobile(6), services(6)"
Barcodes,15,28,109,75.66666666666667,167,627,396.0,"api(22), barcode(21), data(12), service(10), barcodes(9), code(8), pdf(7), image(7), product(6), using(6)"
Accounts,11,35,150,95.72727272727273,217,801,531.5454545454545,"api(33), dbs(19), account(15), asia(15), singapore(11), sandbox(10), environment(10), group(10), also(8), allows(8)"
Animation,5,37,62,48.4,182,356,271.2,"api(11), anime(6), users(5), manga(4), applications(4), desktoppr(3), myanimelist(2), episodes(2), data(2), help(2)"
Billing,16,27,139,60.6875,169,743,352.25,"api(35), billing(22), payments(8), services(8), available(8), json(8), allows(7), developers(7), http(7), requests(6)"
Rewards,7,33,183,73.28571428571429,227,1027,429.42857142857144,"api(14), rewards(12), dbs(5), allows(5), applications(5), access(4), documentation(4), customer(4), platform(4), users(4)"
Demographics,7,49,122,80.57142857142857,324,655,470.42857142857144,"api(15), data(9), demographic(7), provides(5), demographics(5), dbs(4), information(4), access(4), rest(4), social(4)"
Museums,5,55,113,87.4,320,639,520.0,"api(9), data(6), museum(6), history(5), collections(5), biodiversity(4), access(4), developers(4), users(4), natural(3)"
Human Resources,33,26,282,70.57575757575758,165,1592,421.4848484848485,"api(71), allows(23), developers(21), access(19), applications(17), provides(17), data(15), job(13), platform(13), background(12)"
Manufacturing,3,49,68,55.333333333333336,309,391,337.3333333333333,"api(7), product(4), data(4), erudus(3), service(3), factory(3), four(3), access(3), macrofab(3), managing(3)"
Cryptocurrency,21,34,108,61.857142857142854,210,589,361.7142857142857,"api(38), exchange(12), allows(12), data(11), bitcoin(10), developers(9), currency(9), cryptocurrency(9), platform(9), access(9)"
Classifieds,3,78,81,80.0,467,478,470.6666666666667,"platform(5), information(4), api(4), quikr(3), accessing(3), services(3), users(3), listings(2), category(2), city(2)"
Teleconferencing,4,38,72,53.25,236,462,322.0,"api(7), plivo(4), conference(4), developers(4), member(4), starleaf(3), video(3), conferencing(3), anymeeting(3), access(3)"
Extraction,15,29,108,72.73333333333333,153,564,397.8,"api(33), article(13), analysis(13), diffbot(12), data(11), text(11), apis(11), image(10), available(9), web(9)"
Optimization,7,44,106,69.14285714285714,254,616,408.2857142857143,"api(13), data(11), optimization(9), user(9), developers(7), plan(5), yottaa(5), mobile(4), applications(4), available(4)"
Augmented Reality,9,38,100,61.333333333333336,197,568,368.44444444444446,"api(15), reality(11), applications(9), developers(8), access(7), augmented(6), features(5), integrate(4), functionality(4), available(4)"
Taxes,11,46,199,103.27272727272727,252,1005,556.9090909090909,"tax(33), api(27), rates(13), sales(13), rate(11), per(11), credits(11), get(9), vat(8), request(7)"
Big Data,29,9,180,84.89655172413794,49,1093,502.3103448275862,"data(58), api(48), gbdx(22), developers(18), library(18), insights(17), platform(15), digitalglobe(15), allows(14), provides(14)"
Astrology,4,40,89,67.75,236,559,401.0,"api(9), horoscopes(5), developers(4), mercury(4), retrograde(4), daily(3), astrology(3), aztro(3), provides(2), horoscope(2)"
Credit Cards,28,44,122,84.03571428571429,245,771,502.32142857142856,"api(50), mastercard(32), payment(22), payments(21), provides(16), service(15), allows(14), masterpass(13), card(12), enables(12)"
Fashion,2,53,76,64.5,293,434,363.5,"api(5), search(5), visual(3), photos(3), thread(2), genius(2), style(2), recognition(2), available(2), fashion(2)"
Engagement,20,47,104,68.9,272,598,419.15,"api(36), developers(22), engagement(21), access(19), platform(16), applications(14), allows(13), user(13), integrate(10), functionality(9)"
Open Data,15,33,136,79.93333333333334,220,751,447.53333333333336,"api(32), data(31), open(19), access(14), provides(10), reuters(8), information(8), search(7), permid(7), thomson(7)"
Referrals,9,41,135,69.77777777777777,243,856,419.8888888888889,"referral(17), api(16), developers(6), referrals(5), allows(5), retrieving(5), json(4), provides(4), customer(4), domain(4)"
Privacy,3,43,77,60.333333333333336,272,450,355.3333333333333,"api(9), access(4), privacy(3), data(3), privitar(3), prifender(2), papi(2), applications(2), information(2), available(2)"
Marketplace,11,23,101,65.81818181818181,125,600,378.54545454545456,"api(21), developers(8), applications(7), allows(6), access(6), marketplace(6), app(5), store(5), products(5), product(5)"
Parking,3,52,58,56.0,274,344,315.0,"parking(10), api(10), access(4), developers(3), gives(2), ability(2), rates(2), functionality(2), lider(2), methods(2)"
Summary,1,214,214,214.0,1193,1193,1193.0,"api(4), formats(4), document(3), language(3), format(3), meaningcloud(2), automatic(2), summarization(2), relevant(2), use(2)"
Agriculture,32,29,91,52.0,205,521,318.1875,"api(63), data(47), agricharts(42), provides(30), developers(22), barchart(22), company(21), providing(21), agribusinesses(21), solutions(21)"
Law,2,61,238,149.5,326,1382,854.0,"lei(10), api(6), gleif(5), data(5), legal(3), access(3), use(3), free(3), recap(3), entity(2)"
Compliance,9,29,209,96.11111111111111,196,1227,562.1111111111111,"api(26), dnd(11), data(10), compliance(10), developers(8), check(8), access(6), features(5), information(5), financial(4)"
Charts,11,50,186,80.27272727272727,263,1098,452.09090909090907,"api(20), barchart(19), data(14), based(10), charts(9), chart(8), request(8), html5(8), provides(8), developers(8)"
OCR,10,31,121,67.2,193,696,389.4,"text(20), api(18), images(11), ocr(11), recognition(9), image(7), optical(6), developers(5), character(5), document(4)"
Inventory,7,36,72,61.0,179,398,353.85714285714283,"api(14), inventory(13), management(9), order(4), developers(4), venzee(4), shipping(3), platform(3), applications(3), access(3)"
Performance,8,48,110,69.125,291,682,410.375,"api(12), performance(10), user(6), applications(6), timing(5), format(4), web(4), monitoring(4), specification(4), interface(4)"
Zip Codes,4,32,81,59.0,165,443,322.0,"postal(8), code(8), api(6), codes(6), radius(6), zip(6), distance(4), allows(3), search(3), location(3)"
Automation,14,36,112,67.14285714285714,211,699,393.64285714285717,"api(33), automation(13), developers(11), available(10), rest(8), data(8), allows(7), access(7), applications(7), integrate(6)"
Transactions,4,48,81,59.25,282,476,350.0,"api(8), trading(4), ctc(3), cards(3), developers(3), access(3), visa(2), using(2), apps(2), applications(2)"
Open Graph,2,41,61,51.0,262,334,298.0,"yammer(5), api(3), applications(3), user(3), network(3), activity(3), microsoft(2), intune(2), allows(2), developers(2)"
Measurements,5,43,166,103.2,254,864,563.2,"api(12), body(7), credits(5), labs(5), measurements(5), counter(4), key(4), encapsulates(4), shape(4), allows(3)"
Passwords,7,54,145,77.85714285714286,304,771,471.57142857142856,"api(16), passwordping(12), credentials(9), allows(6), exposures(6), developers(6), access(6), password(5), credits(5), integrate(5)"
Scheduling,13,38,127,64.46153846153847,215,724,371.53846153846155,"api(28), scheduling(14), supersaas(9), developers(7), users(7), allows(6), update(6), tasks(6), reminders(5), user(5)"
Countries,6,30,230,107.5,185,1303,588.6666666666666,"api(15), country(15), information(8), name(7), code(6), credits(5), tipsgo(5), currency(4), used(4), set(4)"
Text-to-Speech,12,37,174,91.16666666666667,260,880,499.1666666666667,"text(22), api(22), speech(20), audio(13), allows(9), offers(8), developers(8), users(8), service(7), oddcast(7)"
Backend-as-a-Service,7,51,215,88.42857142857143,332,1220,534.7142857142857,"api(12), applications(10), developers(9), data(9), allows(8), access(6), firebase(6), provides(5), managing(5), hasura(4)"
Funding,8,43,107,56.5,267,612,334.0,"api(13), data(5), available(5), applications(5), access(5), json(4), platform(4), developers(4), returns(3), fundraising(3)"
Math,6,44,88,60.166666666666664,214,549,361.5,"api(12), matlab(5), operations(4), json(3), calls(3), digits(3), developers(3), enables(2), functions(2), allows(2)"
Profiles,12,36,150,70.83333333333333,233,819,392.3333333333333,"api(28), barchart(27), data(14), json(11), developers(10), based(10), site(10), provider(10), equity(10), market(10)"
SQL,2,90,95,92.5,468,550,509.0,"http(7), spark(6), aceql(4), like(4), allows(4), apis(3), sql(3), client(3), apache(3), supports(2)"
Adult,4,52,101,80.75,285,504,436.75,"api(12), developers(5), json(5), content(5), videos(4), adult(3), redtube(3), free(3), methods(3), retrieve(3)"
Contacts,18,37,99,68.5,193,539,385.5,"api(35), contact(22), contacts(20), information(14), developers(12), data(9), allows(9), available(8), phone(8), users(8)"
Campaigns,13,29,87,55.84615384615385,196,554,340.3076923076923,"api(22), campaigns(17), campaign(14), email(10), mobile(10), create(8), access(8), allows(7), distribute(7), targeteveryone(6)"
Satellites,2,47,52,49.5,289,319,304.0,"api(5), astro(3), digital(3), allows(2), applications(2), managing(2), images(2), users(2), satellite(2), skywatch(2)"
Environment,9,55,114,77.11111111111111,287,683,454.55555555555554,"api(17), air(15), data(12), quality(10), information(9), allows(5), developers(5), citizen(5), platform(4), people(4)"
Customization,10,42,97,70.0,261,612,440.9,"api(19), allows(6), personalization(6), platform(6), based(6), information(6), data(6), personality(6), developers(5), boxalino(5)"
Registration,4,36,195,88.25,228,1127,526.25,"api(6), platform(6), tipsgo(5), management(4), applications(4), tips(4), users(4), money(4), cidaas(3), offers(3)"
Auctions,4,59,126,91.5,319,736,518.0,"api(11), items(6), products(4), site(4), selling(3), developers(3), access(3), calls(3), gsa(3), auctions(3)"
Ordering,9,44,99,67.0,264,538,394.0,"api(18), forum(8), services(7), orders(7), digital(6), delivery(6), order(5), ordering(5), allows(5), users(5)"
Publishing,16,25,92,58.0625,138,554,329.4375,"api(27), developers(13), publishing(9), access(8), platform(8), web(7), data(7), json(7), url(7), rest(6)"
Voting,3,66,79,73.66666666666667,422,454,437.6666666666667,"voter(5), provides(4), majority(3), data(3), edge(3), elections(3), agorapi(2), access(2), polling(2), voting(2)"
Energy,18,23,130,49.94444444444444,131,789,285.5,"api(23), energy(20), genability(14), available(12), data(11), uri(11), savings(11), returns(10), json(9), formats(7)"
Restaurants,8,44,60,50.75,268,343,310.0,"api(13), developers(11), access(10), integrate(8), applications(8), restaurants(7), allows(6), functionality(5), public(5), documentation(5)"
Networking,15,22,132,82.73333333333333,132,757,512.2666666666667,"api(28), network(17), methods(12), access(11), service(10), support(8), services(7), performance(7), including(6), data(6)"
Graphics,6,34,109,70.16666666666667,159,652,403.0,"api(11), images(6), service(5), format(4), along(4), data(4), faces(4), text(3), urls(3), developers(3)"
Standards,4,40,73,56.0,216,483,352.5,"api(8), offers(4), web(3), documents(3), rdf(3), eclipse(2), open(2), stardust(2), services(2), allows(2)"
Budget,3,48,215,111.66666666666667,285,1232,650.0,"api(7), users(6), tipsgo(6), apis(4), platform(4), money(4), developers(3), cashflow(3), personal(3), financial(3)"
Animals,2,28,83,55.5,165,446,305.5,"animal(7), shelter(4), dogapi(2), api(2), manager(2), shelters(2), local(2), allows(1), developers(1), access(1)"
Developers,7,44,62,55.142857142857146,272,379,325.85714285714283,"api(14), allows(9), applications(7), developers(7), managing(7), access(6), amazon(5), code(4), services(4), rest(4)"
Dashboards,9,42,133,95.0,244,736,534.3333333333334,"api(13), users(8), data(8), zephyr(8), testcase(8), execution(8), dashboard(7), create(7), applications(7), allows(6)"
Microservices,3,52,67,59.0,310,456,393.3333333333333,"applications(7), service(5), microservices(5), api(5), fabric(4), management(4), azure(3), sync(3), ninja(3), developers(3)"
Time Tracking,6,37,76,56.5,202,462,336.6666666666667,"time(13), api(11), tracking(7), project(6), applications(5), allows(3), developers(3), management(3), json(3), users(3)"
Astronomy,30,30,118,66.63333333333334,182,650,380.53333333333336,"api(49), data(45), nasa(26), access(22), information(21), users(15), space(13), database(10), astronomy(10), includes(10)"
Tickets,12,46,108,68.25,270,640,406.3333333333333,"api(29), tickets(13), ticketmaster(11), ticket(9), users(9), platform(9), events(8), allows(8), developers(8), access(8)"
Robots,10,53,86,67.4,290,514,384.4,"robots(19), naoqi(14), api(13), modules(11), developers(9), core(9), aldebaran(8), humanoid(8), jibo(7), robot(7)"
Supply Chain,2,42,111,76.5,266,660,463.0,"api(5), tive(3), mycroft(3), assistant(3), access(2), provides(2), solutions(2), supply(2), chain(2), inventory(2)"
Trivia,1,45,45,45.0,266,266,266.0,"fetch(2), questions(2), categories(2), qriusity(1), api(1), simplifies(1), development(1), apps(1), subjects(1), sports(1)"
Captcha,12,35,151,58.416666666666664,185,819,332.3333333333333,"captcha(25), api(21), service(9), developers(9), key(7), web(6), solutions(5), http(5), solved(5), integrate(5)"
Browsers,29,35,139,71.58620689655173,198,817,412.48275862068965,"api(57), browser(24), allows(21), developers(17), web(17), website(14), opera(14), users(12), surfly(10), applications(9)"
Medical Records,3,46,80,64.33333333333333,282,472,374.0,"data(6), ocean(5), api(4), medical(3), healthcare(3), patient(3), open(3), zweena(2), health(2), release(2)"
Badges,6,71,123,99.0,416,752,589.5,"api(10), developers(8), credly(7), member(7), could(7), users(6), badges(6), site(5), event(5), badge(5)"
Economics,1,85,85,85.0,456,456,456.0,"rates(3), economic(2), indices(2), include(2), year(2), change(2), intrinio(1), global(1), api(1), allows(1)"
Canadian,1,49,49,49.0,292,292,292.0,"data(3), canadian(2), parliamentary(2), relational(2), database(2), attempt(1), collate(1), various(1), federal(1), sources(1)"
Reservations,4,40,74,53.5,247,426,309.0,"api(8), hotel(4), developers(4), travel(3), reservations(3), provides(3), integrate(3), applications(3), resy(3), allows(3)"
Webhooks,11,37,72,51.0,227,396,302.54545454545456,"api(18), webhooks(13), developers(10), allows(8), hubspot(7), github(6), webhook(5), integrate(5), applications(5), service(5)"
Fonts,5,32,75,52.8,194,398,285.0,"font(11), api(8), fonts(7), rest(4), formats(4), using(3), tools(3), service(3), kemono(2), friends(2)"
Newsletters,1,111,111,111.0,630,630,630.0,"email(5), notablist(4), used(3), technology(2), technologies(2), tool(2), api(2), campaigns(2), inspector(1), detect(1)"
Safety,3,46,88,61.333333333333336,273,526,363.6666666666667,"api(6), react(5), bark(4), allows(4), access(4), safety(4), mobile(4), platform(3), developers(2), data(2)"
Panorama,1,60,60,60.0,378,378,378.0,"api(3), cyclomedia(2), streetsmart(1), returns(1), data(1), addresses(1), panorama(1), viewer(1), features(1), useful(1)"
Hotels,26,30,131,64.88461538461539,209,749,381.5769230769231,"hotel(51), api(50), developers(21), hotels(18), applications(15), available(11), data(11), information(11), integrate(11), booking(11)"
Hardware,4,50,82,64.25,331,482,406.25,"api(7), hardware(4), developers(4), quantum(3), systems(3), connector(3), idol(3), ondemand(3), ibm(2), experience(2)"
Open Source,6,38,80,58.833333333333336,248,488,356.1666666666667,"api(7), open(6), source(5), developers(4), multiple(4), tizen(4), provides(3), features(3), authentication(3), available(3)"
Climate,3,66,128,91.33333333333333,438,704,543.6666666666666,"api(7), carbon(4), access(4), climate(4), use(3), information(3), developers(3), world(3), data(3), tomorrow(2)"
API Design,6,42,101,70.5,228,559,393.5,"api(10), apis(6), web(5), used(4), json(4), using(4), parsehub(4), framework(3), http(3), apigility(3)"
Civics,1,126,126,126.0,711,711,711.0,"data(4), city(3), km4city(2), smart(2), mobile(2), users(2), time(2), ontological(1), model(1), aggregation(1)"
Languages,3,64,114,84.66666666666667,379,700,509.6666666666667,"api(8), translation(4), tool(3), power(2), world(2), help(2), currently(2), language(2), customer(2), text(2)"
Surveys,9,41,83,63.111111111111114,258,465,364.44444444444446,"api(15), surveys(8), survey(8), developers(7), data(5), available(5), access(5), allows(5), rest(4), json(4)"
Annotations,3,31,69,52.333333333333336,177,465,334.0,"api(5), genius(4), affectiva(3), annotations(3), emotions(2), supports(2), web(2), media(2), requests(2), responses(2)"
ERP,4,59,123,86.75,326,677,478.5,"api(10), fleet(8), data(6), vehicle(6), grey(4), wolf(4), management(4), provides(3), erp(3), solution(3)"
Prices,12,18,90,63.166666666666664,101,450,345.1666666666667,"api(23), data(15), barchart(15), price(9), developers(9), futures(7), provides(6), equity(6), exchange(6), json(6)"
Spelling,4,53,92,66.25,291,602,388.25,"api(10), spell(5), use(4), allows(3), developers(3), websites(3), text(3), webspellchecker(3), check(2), checks(2)"
Aggregation,4,60,95,76.75,375,529,454.25,"data(7), apis(6), api(5), service(4), uberblic(4), user(3), personal(3), accounts(3), developers(3), create(3)"
Genetics,5,45,68,54.8,283,410,332.6,"api(8), genomics(6), allows(5), data(5), developers(4), genes(4), rat(3), google(3), genomic(3), genome(2)"
Management,6,48,84,60.666666666666664,243,492,367.6666666666667,"api(9), allows(6), power(5), devices(5), developers(5), servers(5), content(5), management(4), temnos(4), mozilla(3)"
Tasks,9,44,164,76.0,288,953,436.8888888888889,"api(14), tasks(14), users(9), task(8), allows(6), management(6), developers(5), use(5), applications(5), application(4)"
Time,10,42,122,71.6,200,655,385.4,"time(20), api(20), users(10), times(8), system(7), developers(7), allows(6), date(6), free(6), clock(5)"
Meetings,6,35,89,60.833333333333336,205,547,368.1666666666667,"api(10), meeting(9), meetings(6), developers(5), provides(5), applications(5), teamviewer(5), solution(4), allows(4), banckle(4)"
Agile,4,47,76,60.0,274,448,349.5,"api(6), agile(6), allows(4), scrumwise(3), http(3), applications(3), developers(3), using(2), scrum(2), software(2)"
Pets,3,35,82,53.0,208,466,299.3333333333333,"api(5), dog(5), pet(4), available(3), json(3), integrates(2), applications(2), activity(2), device(2), fitbark(2)"
Drugs,6,45,97,72.5,249,608,430.3333333333333,"api(11), information(7), data(6), drugs(4), health(4), items(4), cannabis(4), content(4), openprescribing(3), methods(3)"
Tourism,1,56,56,56.0,317,317,317.0,"api(2), guides(2), allows(1), developers(1), access(1), directory(1), collection(1), multimedia(1), city(1), museum(1)"
Visualizations,4,40,144,84.5,243,834,457.25,"qlik(9), web(6), api(5), analytics(5), sense(4), word(3), user(3), requests(3), content(3), apis(3)"
Water,4,84,101,90.75,505,570,529.25,"water(7), data(6), api(5), department(4), interior(4), methods(3), javascript(2), creating(2), web(2), created(2)"
Fantasy Sports,3,58,84,68.0,351,495,401.3333333333333,"api(6), football(6), fantasy(4), data(3), provides(3), statistics(3), feeds(3), nfl(3), returning(3), sportradar(2)"
Organization,10,52,88,66.4,294,531,396.4,"api(22), allows(10), github(9), organization(9), developers(8), users(5), software(5), access(5), user(5), management(4)"
Algorithms,2,38,42,40.0,220,272,246.0,"api(5), proxy(3), algorithmia(3), http(2), developers(2), xml(1), facilitates(1), access(1), servers(1), designed(1)"
Crowdsourcing,7,47,137,89.14285714285714,285,762,523.7142857142857,"api(17), users(8), platform(7), developers(5), editz(5), requests(4), crowdfunder(4), ammado(4), playment(3), allows(3)"
Non-Profit,9,43,248,97.55555555555556,238,1384,585.2222222222222,"information(19), data(14), guidestar(14), api(13), nonprofit(11), organizations(11), provides(8), form(8), database(6), company(6)"
Names,6,42,81,65.66666666666667,263,484,385.3333333333333,"api(15), names(12), domain(7), name(6), applications(4), information(4), nexmo(4), upname(4), nicknames(3), json(3)"
Subscriptions,8,40,69,52.0,243,376,318.625,"api(10), subscription(9), integrates(7), applications(6), platform(6), chartmogul(6), available(5), account(5), subscriptions(4), json(4)"
Licensing,3,54,58,56.0,329,374,347.3333333333333,"api(6), licenses(5), keygen(3), developers(3), app(3), allows(2), applications(2), products(2), provides(2), application(2)"
URLs,10,12,94,55.3,78,592,319.7,"api(18), url(9), service(7), ministash(6), developers(4), link(4), links(4), also(4), use(4), testing(3)"
Solar,2,76,114,95.0,447,683,565.0,"api(5), irradiance(4), solar(3), power(3), access(3), data(3), radiation(2), forecasts(2), developers(2), json(2)"
Spam,3,52,66,60.333333333333336,261,374,332.0,"api(7), spam(4), database(4), cleantalk(2), protection(2), messages(2), requires(2), keys(2), authentication(2), uses(2)"
Infrastructure-as-a-Service,6,56,133,96.66666666666667,318,764,583.5,"api(16), management(9), openstack(7), service(7), infrastructure(6), services(5), magnum(5), http(5), buddyns(5), provisioning(5)"
Backup,2,83,85,84.0,501,511,506.0,"api(6), storage(4), windows(4), openstack(2), cloud(2), block(2), backup(2), solutions(2), resources(2), applications(2)"
Catalogs,10,42,98,67.3,242,608,402.8,"api(18), catalog(11), allows(9), data(9), developers(8), users(6), management(5), create(5), metadata(5), forum(4)"
HTML5,4,49,130,97.75,288,771,554.0,"api(6), html(5), data(5), web(4), developers(4), codepen(4), storage(4), development(3), browser(3), css(3)"
Linked Data,4,71,132,112.75,444,864,682.5,"api(12), endpoint(6), users(5), ultralink(4), developers(4), unigraph(4), button(4), digital(4), codes(4), data(3)"
Rentals,8,37,139,63.5,235,808,383.25,"api(20), property(6), management(5), rental(4), account(4), authentication(4), rentals(4), provides(3), available(3), information(3)"
Semantic Web,5,58,92,70.6,309,544,407.0,"api(10), document(5), css(4), defines(3), work(3), properties(3), voicebase(3), service(2), semantic(2), data(2)"
NoSQL,3,43,102,68.0,237,518,358.6666666666667,"nosql(4), cloud(4), data(3), couchbase(3), aerospike(2), api(2), web(2), include(2), shephertz(2), app(2)"
Plugins,6,36,99,60.0,211,558,336.6666666666667,"api(10), plugin(6), skills(5), cointent(4), websites(4), users(4), include(4), rest(4), applications(3), authentication(3)"
Registry,2,21,68,44.5,129,384,256.5,"internet(3), ncc(3), information(3), addresses(2), numbers(2), ripestat(2), largest(1), records(1), database(1), provider(1)"
Database-as-a-Service,9,41,132,79.77777777777777,235,726,475.8888888888889,"api(21), skills(13), data(9), access(8), developers(6), database(5), json(5), applications(5), realtime(4), users(4)"
Marine,3,88,136,109.33333333333333,527,762,617.3333333333334,"api(11), data(7), information(6), world(5), tides(5), json(4), vessels(4), ais(4), aishub(3), returns(3)"
Syncing,5,40,123,71.2,263,722,411.4,"api(9), sync(8), users(5), video(3), architecture(3), json(3), devices(3), manage(3), data(3), synced(2)"
Presentations,2,60,67,63.5,384,434,409.0,"slides(3), api(3), developers(3), presentations(2), data(2), allows(2), create(2), order(2), request(2), iiif(2)"
Reputation,5,40,112,66.6,242,652,390.6,"api(11), reputation(7), json(4), available(3), http(3), developers(3), users(3), provetrust(3), user(3), integrates(2)"
Editing,6,33,86,61.0,202,485,344.5,"api(9), documents(6), markdown(4), html(4), provides(4), editing(4), content(4), users(4), etherpad(4), fuck(3)"
Cameras,5,32,102,67.8,161,575,381.4,"api(13), camera(10), spherical(6), control(4), data(4), teleport(4), tomtom(3), developers(3), json(3), based(3)"
Agents,2,37,80,58.5,236,525,380.5,"api(4), application(3), agents(2), testing(2), development(2), json(2), available(2), decision(2), optimization(2), uses(2)"
Russian,2,57,87,72.0,329,553,441.0,"api(3), service(2), http(2), developers(2), yandex(2), internet(2), search(2), metrica(2), codeforces(1), platform(1)"
Planning,3,59,95,78.66666666666667,346,598,466.0,"api(7), backsolver(5), rest(4), planning(4), plangrid(4), problems(4), provides(3), access(3), projects(3), developers(2)"
iPaaS,1,86,86,86.0,481,481,481.0,"data(3), processes(2), cloud(2), services(2), cenit(1), api(1), open(1), platform(1), business(1), integration(1)"
IDE,1,85,85,85.0,532,532,532.0,"imp(4), api(4), electric(3), build(2), models(2), alternative(1), portal(1), accessing(1), ide(1), developers(1)"
Clothing,3,68,103,87.0,431,577,501.3333333333333,"api(7), body(6), printing(5), labs(4), developers(4), print(4), blue(3), service(3), rapanui(3), applications(3)"
Gadgets,1,123,123,123.0,720,720,720.0,"blinkstick(3), color(3), allows(2), device(2), http(2), request(2), led(2), firmware(2), control(2), leds(2)"
Transcription,5,25,126,76.0,156,624,432.4,"transcription(10), api(9), speech(5), services(4), developers(4), audio(4), request(3), media(3), spoken(3), text(3)"
Religion,5,65,87,77.0,351,502,427.8,"api(8), church(6), times(5), directory(5), allows(4), community(4), prayer(4), users(3), sefaria(3), calling(3)"
Wireless,2,68,71,69.5,408,408,408.0,"api(6), arubaos(4), access(4), spectrum(4), allows(3), points(3), database(3), developers(2), controlling(2), wireless(2)"
B2B,3,53,230,147.0,316,1207,785.6666666666666,"api(12), data(7), address(6), business(3), json(3), demandbase(3), returns(3), firmographic(3), fields(3), increasing(3)"
Keywords,6,10,126,63.833333333333336,66,780,385.6666666666667,"api(13), keyword(11), keywords(9), developers(5), search(5), hubspot(5), grepwords(4), data(4), services(3), json(3)"
Lyrics,2,36,48,42.0,185,301,243.0,"api(4), lyrics(3), music(2), song(2), integrates(1), first(1), 150(1), characters(1), website(1), aiming(1)"
Developer Relations,1,33,33,33.0,192,192,192.0,"victorops(1), api(1), provides(1), integration(1), incidents(1), reports(1), projects(1), available(1), rest(1), architecture(1)"
REST,1,31,31,31.0,169,169,169.0,"restpack(1), api(1), collection(1), restful(1), utilities(1), service(1), microservices(1), developers(1), send(1), requests(1)"
Hacking,3,52,68,59.0,279,415,341.3333333333333,"api(8), allows(3), users(3), hackathon(3), events(3), developers(2), use(2), editor(2), json(2), key(2)"
German,1,59,59,59.0,322,322,322.0,"api(3), berlin(2), public(2), access(2), transport(1), rest(1), offers(1), transportation(1), agency(1), brandenburg(1)"
Cities,5,56,83,71.8,365,511,431.4,"api(11), information(9), public(5), parking(5), data(5), offers(4), rest(4), developed(4), obtained(3), lighting(3)"
Upload,5,33,87,64.6,166,463,346.4,"api(8), files(7), uploadcare(6), cloud(5), via(3), html5(3), file(3), images(3), developers(3), formats(3)"
API Education,1,69,69,69.0,356,356,356.0,"api(4), sample(2), supports(2), predic8(1), offers(1), learn(1), use(1), rest(1), architectural(1), style(1)"
Australian,1,63,63,63.0,362,362,362.0,"data(4), api(2), species(2), used(1), gather(1), wildlife(1), plants(1), etc(1), based(1), location(1)"
Subtitles,1,80,80,80.0,502,502,502.0,"subtitle(4), api(3), format(3), language(2), full(2), opensubtitles(1), tools(1), allows(1), users(1), export(1)"
OAuth,1,91,91,91.0,546,546,546.0,"oauth(3), providers(3), api(2), apis(2), developers(2), developer(1), platform(1), integrating(1), authenticating(1), delegating(1)"
Postcodes,1,53,53,53.0,283,283,283.0,"india(2), api(2), pincodes(1), solution(1), uses(1), either(1), postal(1), pin(1), codes(1), identify(1)"
Digital Asset Management,3,48,101,70.66666666666667,316,583,425.3333333333333,"api(4), management(4), software(4), developers(3), custom(3), digital(3), asset(3), dam(3), services(3), data(3)"
Writing,2,67,69,68.0,354,441,397.5,"classeur(3), api(3), allows(2), developers(2), access(2), content(2), notes(2), users(2), work(2), retrieving(2)"
Pastebin,2,60,103,81.5,308,545,426.5,"pastes(7), users(4), paste(4), binbox(4), api(3), allows(3), quote(3), password(3), skidpaste(2), retrieve(2)"
Indian,2,44,60,52.0,250,329,289.5,"api(4), event(3), insider(2), india(2), partners(2), postal(2), based(1), shows(1), platform(1), designed(1)"
Drawing,1,55,55,55.0,288,288,288.0,"api(3), svg(2), aim(1), provide(1), developers(1), drawing(1), geared(1), towards(1), modern(1), web(1)"
Contracts,1,40,40,40.0,239,239,239.0,"concord(3), contract(3), platform(2), management(2), api(2), legal(1), lifecycle(1), clm(1), gives(1), developers(1)"
Humor,2,42,54,48.0,216,287,251.5,"api(4), users(3), phteven(2), english(2), phonemes(2), joke(1), translation(1), service(1), allows(1), translate(1)"
Charity,9,40,85,63.22222222222222,210,516,370.1111111111111,"api(14), users(10), donations(8), allows(7), developers(6), people(5), search(4), online(4), make(4), giving(4)"
